# timestep	eccentricity	obliquity	LSP 
-19688	2.63E-02	5.32E-01	6.12E+00
-19689	2.75E-02	5.40E-01	5.99E+00
-19690	2.87E-02	5.48E-01	5.87E+00
-19691	2.97E-02	5.57E-01	5.75E+00
-19692	3.09E-02	5.65E-01	5.63E+00
-19693	3.22E-02	5.74E-01	5.52E+00
-19694	3.35E-02	5.83E-01	5.40E+00
-19695	3.47E-02	5.92E-01	5.29E+00
-19696	3.61E-02	6.01E-01	5.17E+00
-19697	3.75E-02	6.10E-01	5.06E+00
-19698	3.88E-02	6.18E-01	4.95E+00
-19699	4.03E-02	6.27E-01	4.84E+00
-19700	4.18E-02	6.36E-01	4.73E+00
-19701	4.32E-02	6.45E-01	4.62E+00
-19702	4.47E-02	6.54E-01	4.52E+00
-19703	4.63E-02	6.62E-01	4.41E+00
-19704	4.78E-02	6.71E-01	4.30E+00
-19705	4.94E-02	6.79E-01	4.20E+00
-19706	5.09E-02	6.87E-01	4.09E+00
-19707	5.26E-02	6.95E-01	3.99E+00
-19708	5.42E-02	7.03E-01	3.88E+00
-19709	5.57E-02	7.10E-01	3.78E+00
-19710	5.72E-02	7.17E-01	3.68E+00
-19711	5.86E-02	7.24E-01	3.58E+00
-19712	5.99E-02	7.31E-01	3.48E+00
-19713	6.12E-02	7.37E-01	3.38E+00
-19714	6.24E-02	7.44E-01	3.27E+00
-19715	6.34E-02	7.49E-01	3.17E+00
-19716	6.44E-02	7.55E-01	3.07E+00
-19717	6.56E-02	7.60E-01	2.96E+00
-19718	6.64E-02	7.65E-01	2.86E+00
-19719	6.74E-02	7.70E-01	2.75E+00
-19720	6.84E-02	7.74E-01	2.65E+00
-19721	6.94E-02	7.78E-01	2.54E+00
-19722	7.02E-02	7.81E-01	2.44E+00
-19723	7.11E-02	7.84E-01	2.33E+00
-19724	7.20E-02	7.87E-01	2.23E+00
-19725	7.27E-02	7.90E-01	2.12E+00
-19726	7.33E-02	7.92E-01	2.02E+00
-19727	7.39E-02	7.93E-01	1.92E+00
-19728	7.44E-02	7.95E-01	1.81E+00
-19729	7.47E-02	7.96E-01	1.71E+00
-19730	7.50E-02	7.97E-01	1.61E+00
-19731	7.52E-02	7.97E-01	1.50E+00
-19732	7.52E-02	7.97E-01	1.40E+00
-19733	7.51E-02	7.97E-01	1.29E+00
-19734	7.51E-02	7.97E-01	1.19E+00
-19735	7.47E-02	7.96E-01	1.08E+00
-19736	7.43E-02	7.94E-01	9.76E-01
-19737	7.39E-02	7.93E-01	8.71E-01
-19738	7.33E-02	7.91E-01	7.64E-01
-19739	7.27E-02	7.89E-01	6.57E-01
-19740	7.19E-02	7.86E-01	5.49E-01
-19741	7.12E-02	7.83E-01	4.42E-01
-19742	7.03E-02	7.80E-01	3.31E-01
-19743	6.94E-02	7.76E-01	2.23E-01
-19744	6.85E-02	7.73E-01	1.15E-01
-19745	6.77E-02	7.68E-01	3.00E-03
-19746	6.65E-02	7.64E-01	6.18E+00
-19747	6.55E-02	7.59E-01	6.07E+00
-19748	6.44E-02	7.54E-01	5.96E+00
-19749	6.31E-02	7.48E-01	5.85E+00
-19750	6.17E-02	7.43E-01	5.75E+00
-19751	6.03E-02	7.37E-01	5.64E+00
-19752	5.88E-02	7.31E-01	5.53E+00
-19753	5.71E-02	7.24E-01	5.42E+00
-19754	5.54E-02	7.18E-01	5.31E+00
-19755	5.37E-02	7.11E-01	5.20E+00
-19756	5.19E-02	7.04E-01	5.08E+00
-19757	5.02E-02	6.96E-01	4.97E+00
-19758	4.85E-02	6.89E-01	4.85E+00
-19759	4.68E-02	6.81E-01	4.73E+00
-19760	4.50E-02	6.74E-01	4.62E+00
-19761	4.34E-02	6.66E-01	4.50E+00
-19762	4.18E-02	6.58E-01	4.38E+00
-19763	4.01E-02	6.49E-01	4.26E+00
-19764	3.84E-02	6.41E-01	4.14E+00
-19765	3.68E-02	6.33E-01	4.01E+00
-19766	3.51E-02	6.25E-01	3.89E+00
-19767	3.36E-02	6.16E-01	3.76E+00
-19768	3.20E-02	6.08E-01	3.63E+00
-19769	3.06E-02	6.00E-01	3.50E+00
-19770	2.90E-02	5.91E-01	3.37E+00
-19771	2.76E-02	5.83E-01	3.23E+00
-19772	2.63E-02	5.75E-01	3.09E+00
-19773	2.50E-02	5.67E-01	2.94E+00
-19774	2.38E-02	5.60E-01	2.80E+00
-19775	2.27E-02	5.52E-01	2.65E+00
-19776	2.18E-02	5.45E-01	2.49E+00
-19777	2.09E-02	5.38E-01	2.32E+00
-19778	2.03E-02	5.32E-01	2.15E+00
-19779	2.00E-02	5.26E-01	1.99E+00
-19780	1.97E-02	5.20E-01	1.82E+00
-19781	1.96E-02	5.14E-01	1.66E+00
-19782	1.98E-02	5.09E-01	1.50E+00
-19783	2.00E-02	5.05E-01	1.35E+00
-19784	2.02E-02	5.01E-01	1.20E+00
-19785	2.05E-02	4.98E-01	1.07E+00
-19786	2.09E-02	4.95E-01	9.32E-01
-19787	2.14E-02	4.93E-01	7.98E-01
-19788	2.17E-02	4.91E-01	6.71E-01
-19789	2.23E-02	4.90E-01	5.50E-01
-19790	2.29E-02	4.90E-01	4.29E-01
-19791	2.35E-02	4.91E-01	3.09E-01
-19792	2.42E-02	4.92E-01	1.99E-01
-19793	2.52E-02	4.93E-01	9.15E-02
-19794	2.60E-02	4.96E-01	6.27E+00
-19795	2.68E-02	4.99E-01	6.17E+00
-19796	2.78E-02	5.02E-01	6.08E+00
-19797	2.88E-02	5.06E-01	5.98E+00
-19798	2.96E-02	5.11E-01	5.89E+00
-19799	3.06E-02	5.16E-01	5.81E+00
-19800	3.16E-02	5.22E-01	5.72E+00
-19801	3.25E-02	5.29E-01	5.63E+00
-19802	3.33E-02	5.35E-01	5.54E+00
-19803	3.43E-02	5.43E-01	5.46E+00
-19804	3.53E-02	5.50E-01	5.37E+00
-19805	3.62E-02	5.58E-01	5.29E+00
-19806	3.70E-02	5.66E-01	5.21E+00
-19807	3.81E-02	5.75E-01	5.12E+00
-19808	3.89E-02	5.84E-01	5.03E+00
-19809	3.98E-02	5.93E-01	4.95E+00
-19810	4.07E-02	6.02E-01	4.86E+00
-19811	4.16E-02	6.11E-01	4.77E+00
-19812	4.24E-02	6.20E-01	4.68E+00
-19813	4.34E-02	6.30E-01	4.59E+00
-19814	4.43E-02	6.39E-01	4.49E+00
-19815	4.52E-02	6.48E-01	4.40E+00
-19816	4.61E-02	6.58E-01	4.31E+00
-19817	4.72E-02	6.67E-01	4.22E+00
-19818	4.83E-02	6.76E-01	4.12E+00
-19819	4.92E-02	6.85E-01	4.03E+00
-19820	5.02E-02	6.94E-01	3.94E+00
-19821	5.12E-02	7.02E-01	3.84E+00
-19822	5.20E-02	7.11E-01	3.75E+00
-19823	5.28E-02	7.19E-01	3.66E+00
-19824	5.35E-02	7.27E-01	3.57E+00
-19825	5.41E-02	7.34E-01	3.47E+00
-19826	5.46E-02	7.42E-01	3.38E+00
-19827	5.52E-02	7.48E-01	3.28E+00
-19828	5.56E-02	7.55E-01	3.18E+00
-19829	5.60E-02	7.61E-01	3.08E+00
-19830	5.64E-02	7.67E-01	2.99E+00
-19831	5.69E-02	7.73E-01	2.88E+00
-19832	5.72E-02	7.78E-01	2.78E+00
-19833	5.74E-02	7.82E-01	2.68E+00
-19834	5.78E-02	7.86E-01	2.58E+00
-19835	5.80E-02	7.90E-01	2.48E+00
-19836	5.81E-02	7.93E-01	2.37E+00
-19837	5.82E-02	7.96E-01	2.27E+00
-19838	5.84E-02	7.99E-01	2.17E+00
-19839	5.82E-02	8.00E-01	2.06E+00
-19840	5.81E-02	8.02E-01	1.96E+00
-19841	5.80E-02	8.03E-01	1.86E+00
-19842	5.77E-02	8.04E-01	1.75E+00
-19843	5.73E-02	8.04E-01	1.65E+00
-19844	5.70E-02	8.04E-01	1.55E+00
-19845	5.64E-02	8.03E-01	1.44E+00
-19846	5.57E-02	8.02E-01	1.34E+00
-19847	5.49E-02	8.01E-01	1.23E+00
-19848	5.41E-02	7.99E-01	1.12E+00
-19849	5.32E-02	7.97E-01	1.01E+00
-19850	5.21E-02	7.94E-01	9.06E-01
-19851	5.11E-02	7.91E-01	7.96E-01
-19852	5.00E-02	7.88E-01	6.83E-01
-19853	4.88E-02	7.84E-01	5.70E-01
-19854	4.77E-02	7.80E-01	4.58E-01
-19855	4.67E-02	7.76E-01	3.40E-01
-19856	4.53E-02	7.72E-01	2.27E-01
-19857	4.41E-02	7.67E-01	1.13E-01
-19858	4.30E-02	7.62E-01	6.28E+00
-19859	4.16E-02	7.57E-01	6.16E+00
-19860	4.03E-02	7.51E-01	6.05E+00
-19861	3.88E-02	7.45E-01	5.93E+00
-19862	3.74E-02	7.40E-01	5.81E+00
-19863	3.58E-02	7.34E-01	5.69E+00
-19864	3.42E-02	7.27E-01	5.57E+00
-19865	3.27E-02	7.21E-01	5.44E+00
-19866	3.11E-02	7.15E-01	5.31E+00
-19867	2.96E-02	7.08E-01	5.18E+00
-19868	2.82E-02	7.02E-01	5.04E+00
-19869	2.68E-02	6.95E-01	4.90E+00
-19870	2.53E-02	6.89E-01	4.75E+00
-19871	2.41E-02	6.82E-01	4.60E+00
-19872	2.29E-02	6.75E-01	4.44E+00
-19873	2.18E-02	6.69E-01	4.28E+00
-19874	2.07E-02	6.62E-01	4.11E+00
-19875	1.98E-02	6.55E-01	3.94E+00
-19876	1.90E-02	6.49E-01	3.76E+00
-19877	1.84E-02	6.42E-01	3.58E+00
-19878	1.80E-02	6.35E-01	3.39E+00
-19879	1.78E-02	6.29E-01	3.20E+00
-19880	1.76E-02	6.23E-01	3.01E+00
-19881	1.76E-02	6.16E-01	2.82E+00
-19882	1.77E-02	6.10E-01	2.65E+00
-19883	1.81E-02	6.04E-01	2.46E+00
-19884	1.84E-02	5.99E-01	2.29E+00
-19885	1.88E-02	5.93E-01	2.12E+00
-19886	1.94E-02	5.87E-01	1.96E+00
-19887	2.01E-02	5.82E-01	1.80E+00
-19888	2.08E-02	5.77E-01	1.66E+00
-19889	2.16E-02	5.72E-01	1.52E+00
-19890	2.25E-02	5.67E-01	1.39E+00
-19891	2.33E-02	5.63E-01	1.26E+00
-19892	2.41E-02	5.58E-01	1.15E+00
-19893	2.50E-02	5.54E-01	1.03E+00
-19894	2.57E-02	5.51E-01	9.23E-01
-19895	2.64E-02	5.47E-01	8.19E-01
-19896	2.70E-02	5.44E-01	7.20E-01
-19897	2.78E-02	5.41E-01	6.21E-01
-19898	2.83E-02	5.38E-01	5.22E-01
-19899	2.89E-02	5.36E-01	4.30E-01
-19900	2.96E-02	5.34E-01	3.41E-01
-19901	3.01E-02	5.33E-01	2.46E-01
-19902	3.07E-02	5.31E-01	1.62E-01
-19903	3.13E-02	5.30E-01	7.79E-02
-19904	3.19E-02	5.30E-01	6.28E+00
-19905	3.24E-02	5.30E-01	6.20E+00
-19906	3.30E-02	5.30E-01	6.12E+00
-19907	3.36E-02	5.31E-01	6.04E+00
-19908	3.40E-02	5.32E-01	5.97E+00
-19909	3.45E-02	5.33E-01	5.90E+00
-19910	3.51E-02	5.35E-01	5.82E+00
-19911	3.56E-02	5.37E-01	5.75E+00
-19912	3.61E-02	5.39E-01	5.67E+00
-19913	3.67E-02	5.42E-01	5.60E+00
-19914	3.74E-02	5.46E-01	5.53E+00
-19915	3.79E-02	5.49E-01	5.46E+00
-19916	3.84E-02	5.53E-01	5.39E+00
-19917	3.92E-02	5.58E-01	5.32E+00
-19918	3.97E-02	5.63E-01	5.24E+00
-19919	4.03E-02	5.68E-01	5.18E+00
-19920	4.08E-02	5.73E-01	5.10E+00
-19921	4.14E-02	5.79E-01	5.03E+00
-19922	4.18E-02	5.85E-01	4.96E+00
-19923	4.24E-02	5.91E-01	4.88E+00
-19924	4.30E-02	5.97E-01	4.81E+00
-19925	4.34E-02	6.04E-01	4.73E+00
-19926	4.39E-02	6.11E-01	4.65E+00
-19927	4.45E-02	6.18E-01	4.57E+00
-19928	4.52E-02	6.25E-01	4.49E+00
-19929	4.57E-02	6.32E-01	4.40E+00
-19930	4.63E-02	6.39E-01	4.32E+00
-19931	4.69E-02	6.47E-01	4.24E+00
-19932	4.74E-02	6.54E-01	4.15E+00
-19933	4.79E-02	6.62E-01	4.07E+00
-19934	4.84E-02	6.69E-01	3.98E+00
-19935	4.88E-02	6.77E-01	3.90E+00
-19936	4.91E-02	6.84E-01	3.81E+00
-19937	4.96E-02	6.92E-01	3.72E+00
-19938	4.99E-02	6.99E-01	3.63E+00
-19939	5.01E-02	7.06E-01	3.54E+00
-19940	5.03E-02	7.13E-01	3.45E+00
-19941	5.06E-02	7.20E-01	3.35E+00
-19942	5.06E-02	7.27E-01	3.26E+00
-19943	5.06E-02	7.33E-01	3.17E+00
-19944	5.06E-02	7.40E-01	3.07E+00
-19945	5.04E-02	7.46E-01	2.98E+00
-19946	5.02E-02	7.51E-01	2.88E+00
-19947	4.98E-02	7.57E-01	2.78E+00
-19948	4.96E-02	7.62E-01	2.68E+00
-19949	4.90E-02	7.67E-01	2.58E+00
-19950	4.86E-02	7.71E-01	2.48E+00
-19951	4.82E-02	7.75E-01	2.37E+00
-19952	4.77E-02	7.79E-01	2.27E+00
-19953	4.71E-02	7.82E-01	2.16E+00
-19954	4.65E-02	7.85E-01	2.06E+00
-19955	4.59E-02	7.88E-01	1.96E+00
-19956	4.51E-02	7.90E-01	1.85E+00
-19957	4.42E-02	7.92E-01	1.75E+00
-19958	4.33E-02	7.93E-01	1.64E+00
-19959	4.22E-02	7.94E-01	1.54E+00
-19960	4.09E-02	7.94E-01	1.43E+00
-19961	3.97E-02	7.94E-01	1.32E+00
-19962	3.84E-02	7.94E-01	1.21E+00
-19963	3.70E-02	7.93E-01	1.10E+00
-19964	3.56E-02	7.92E-01	9.90E-01
-19965	3.42E-02	7.90E-01	8.72E-01
-19966	3.27E-02	7.88E-01	7.53E-01
-19967	3.12E-02	7.85E-01	6.35E-01
-19968	2.99E-02	7.82E-01	5.15E-01
-19969	2.84E-02	7.79E-01	3.89E-01
-19970	2.69E-02	7.75E-01	2.64E-01
-19971	2.54E-02	7.71E-01	1.37E-01
-19972	2.39E-02	7.67E-01	6.59E-03
-19973	2.24E-02	7.62E-01	6.15E+00
-19974	2.08E-02	7.57E-01	6.01E+00
-19975	1.94E-02	7.52E-01	5.86E+00
-19976	1.79E-02	7.46E-01	5.70E+00
-19977	1.65E-02	7.41E-01	5.54E+00
-19978	1.52E-02	7.35E-01	5.36E+00
-19979	1.42E-02	7.28E-01	5.17E+00
-19980	1.30E-02	7.22E-01	4.95E+00
-19981	1.22E-02	7.16E-01	4.73E+00
-19982	1.15E-02	7.09E-01	4.49E+00
-19983	1.13E-02	7.02E-01	4.24E+00
-19984	1.11E-02	6.95E-01	3.98E+00
-19985	1.13E-02	6.88E-01	3.72E+00
-19986	1.18E-02	6.81E-01	3.48E+00
-19987	1.26E-02	6.74E-01	3.26E+00
-19988	1.35E-02	6.67E-01	3.05E+00
-19989	1.45E-02	6.60E-01	2.87E+00
-19990	1.56E-02	6.53E-01	2.70E+00
-19991	1.66E-02	6.47E-01	2.54E+00
-19992	1.76E-02	6.40E-01	2.40E+00
-19993	1.88E-02	6.33E-01	2.26E+00
-19994	1.99E-02	6.27E-01	2.12E+00
-19995	2.08E-02	6.20E-01	1.99E+00
-19996	2.19E-02	6.14E-01	1.87E+00
-19997	2.30E-02	6.08E-01	1.75E+00
-19998	2.40E-02	6.03E-01	1.63E+00
-19999	2.51E-02	5.97E-01	1.53E+00
-20000	2.62E-02	5.92E-01	1.42E+00
-20001	2.71E-02	5.87E-01	1.32E+00
-20002	2.80E-02	5.82E-01	1.22E+00
-20003	2.89E-02	5.78E-01	1.13E+00
-20004	2.97E-02	5.74E-01	1.04E+00
-20005	3.04E-02	5.70E-01	9.51E-01
-20006	3.10E-02	5.66E-01	8.66E-01
-20007	3.17E-02	5.63E-01	7.81E-01
-20008	3.22E-02	5.60E-01	6.93E-01
-20009	3.27E-02	5.58E-01	6.12E-01
-20010	3.33E-02	5.55E-01	5.34E-01
-20011	3.39E-02	5.53E-01	4.49E-01
-20012	3.42E-02	5.51E-01	3.72E-01
-20013	3.47E-02	5.50E-01	2.97E-01
-20014	3.52E-02	5.49E-01	2.22E-01
-20015	3.56E-02	5.48E-01	1.48E-01
-20016	3.60E-02	5.48E-01	7.71E-02
-20017	3.64E-02	5.47E-01	6.06E-03
-20018	3.68E-02	5.48E-01	6.22E+00
-20019	3.71E-02	5.48E-01	6.15E+00
-20020	3.75E-02	5.49E-01	6.08E+00
-20021	3.79E-02	5.49E-01	6.01E+00
-20022	3.82E-02	5.51E-01	5.94E+00
-20023	3.86E-02	5.52E-01	5.87E+00
-20024	3.92E-02	5.54E-01	5.80E+00
-20025	3.97E-02	5.55E-01	5.73E+00
-20026	4.01E-02	5.57E-01	5.66E+00
-20027	4.07E-02	5.60E-01	5.60E+00
-20028	4.11E-02	5.62E-01	5.53E+00
-20029	4.16E-02	5.65E-01	5.46E+00
-20030	4.22E-02	5.68E-01	5.39E+00
-20031	4.27E-02	5.71E-01	5.32E+00
-20032	4.31E-02	5.74E-01	5.25E+00
-20033	4.36E-02	5.77E-01	5.18E+00
-20034	4.41E-02	5.81E-01	5.11E+00
-20035	4.46E-02	5.85E-01	5.03E+00
-20036	4.50E-02	5.88E-01	4.96E+00
-20037	4.56E-02	5.92E-01	4.88E+00
-20038	4.62E-02	5.96E-01	4.80E+00
-20039	4.66E-02	6.01E-01	4.73E+00
-20040	4.71E-02	6.05E-01	4.65E+00
-20041	4.77E-02	6.09E-01	4.57E+00
-20042	4.81E-02	6.14E-01	4.49E+00
-20043	4.85E-02	6.19E-01	4.41E+00
-20044	4.89E-02	6.23E-01	4.32E+00
-20045	4.93E-02	6.28E-01	4.24E+00
-20046	4.95E-02	6.33E-01	4.15E+00
-20047	4.98E-02	6.38E-01	4.07E+00
-20048	5.01E-02	6.43E-01	3.98E+00
-20049	5.03E-02	6.48E-01	3.89E+00
-20050	5.05E-02	6.53E-01	3.80E+00
-20051	5.07E-02	6.58E-01	3.71E+00
-20052	5.08E-02	6.64E-01	3.61E+00
-20053	5.08E-02	6.69E-01	3.52E+00
-20054	5.08E-02	6.74E-01	3.43E+00
-20055	5.07E-02	6.79E-01	3.34E+00
-20056	5.04E-02	6.85E-01	3.24E+00
-20057	5.01E-02	6.90E-01	3.15E+00
-20058	4.98E-02	6.95E-01	3.05E+00
-20059	4.92E-02	7.00E-01	2.95E+00
-20060	4.87E-02	7.05E-01	2.85E+00
-20061	4.81E-02	7.10E-01	2.75E+00
-20062	4.74E-02	7.15E-01	2.65E+00
-20063	4.67E-02	7.20E-01	2.54E+00
-20064	4.59E-02	7.24E-01	2.44E+00
-20065	4.52E-02	7.29E-01	2.33E+00
-20066	4.42E-02	7.33E-01	2.22E+00
-20067	4.33E-02	7.37E-01	2.12E+00
-20068	4.23E-02	7.41E-01	2.01E+00
-20069	4.13E-02	7.45E-01	1.90E+00
-20070	4.00E-02	7.49E-01	1.79E+00
-20071	3.88E-02	7.52E-01	1.68E+00
-20072	3.76E-02	7.55E-01	1.57E+00
-20073	3.62E-02	7.58E-01	1.45E+00
-20074	3.49E-02	7.60E-01	1.34E+00
-20075	3.35E-02	7.63E-01	1.22E+00
-20076	3.20E-02	7.65E-01	1.09E+00
-20077	3.06E-02	7.66E-01	9.71E-01
-20078	2.91E-02	7.68E-01	8.47E-01
-20079	2.77E-02	7.69E-01	7.15E-01
-20080	2.61E-02	7.70E-01	5.79E-01
-20081	2.46E-02	7.70E-01	4.42E-01
-20082	2.31E-02	7.70E-01	2.99E-01
-20083	2.17E-02	7.70E-01	1.43E-01
-20084	2.03E-02	7.69E-01	6.26E+00
-20085	1.90E-02	7.68E-01	6.10E+00
-20086	1.79E-02	7.67E-01	5.91E+00
-20087	1.68E-02	7.65E-01	5.72E+00
-20088	1.60E-02	7.63E-01	5.53E+00
-20089	1.54E-02	7.61E-01	5.32E+00
-20090	1.48E-02	7.58E-01	5.10E+00
-20091	1.44E-02	7.55E-01	4.89E+00
-20092	1.42E-02	7.51E-01	4.67E+00
-20093	1.42E-02	7.48E-01	4.44E+00
-20094	1.44E-02	7.44E-01	4.22E+00
-20095	1.49E-02	7.39E-01	4.00E+00
-20096	1.55E-02	7.35E-01	3.79E+00
-20097	1.64E-02	7.30E-01	3.59E+00
-20098	1.74E-02	7.24E-01	3.41E+00
-20099	1.85E-02	7.19E-01	3.24E+00
-20100	1.97E-02	7.13E-01	3.08E+00
-20101	2.08E-02	7.07E-01	2.93E+00
-20102	2.19E-02	7.01E-01	2.79E+00
-20103	2.30E-02	6.95E-01	2.66E+00
-20104	2.42E-02	6.88E-01	2.53E+00
-20105	2.51E-02	6.82E-01	2.40E+00
-20106	2.61E-02	6.75E-01	2.28E+00
-20107	2.72E-02	6.68E-01	2.16E+00
-20108	2.81E-02	6.61E-01	2.04E+00
-20109	2.91E-02	6.54E-01	1.93E+00
-20110	3.00E-02	6.48E-01	1.82E+00
-20111	3.09E-02	6.41E-01	1.71E+00
-20112	3.18E-02	6.34E-01	1.61E+00
-20113	3.26E-02	6.27E-01	1.51E+00
-20114	3.34E-02	6.20E-01	1.41E+00
-20115	3.41E-02	6.14E-01	1.31E+00
-20116	3.47E-02	6.07E-01	1.22E+00
-20117	3.54E-02	6.01E-01	1.13E+00
-20118	3.60E-02	5.95E-01	1.04E+00
-20119	3.65E-02	5.89E-01	9.47E-01
-20120	3.71E-02	5.83E-01	8.63E-01
-20121	3.77E-02	5.78E-01	7.75E-01
-20122	3.82E-02	5.72E-01	6.93E-01
-20123	3.86E-02	5.67E-01	6.13E-01
-20124	3.91E-02	5.63E-01	5.35E-01
-20125	3.95E-02	5.59E-01	4.57E-01
-20126	3.99E-02	5.55E-01	3.82E-01
-20127	4.02E-02	5.51E-01	3.07E-01
-20128	4.06E-02	5.48E-01	2.32E-01
-20129	4.07E-02	5.45E-01	1.58E-01
-20130	4.10E-02	5.43E-01	8.52E-02
-20131	4.14E-02	5.40E-01	1.16E-02
-20132	4.16E-02	5.39E-01	6.22E+00
-20133	4.19E-02	5.38E-01	6.15E+00
-20134	4.24E-02	5.37E-01	6.07E+00
-20135	4.28E-02	5.36E-01	6.00E+00
-20136	4.31E-02	5.36E-01	5.93E+00
-20137	4.35E-02	5.36E-01	5.86E+00
-20138	4.39E-02	5.37E-01	5.79E+00
-20139	4.43E-02	5.38E-01	5.71E+00
-20140	4.47E-02	5.40E-01	5.64E+00
-20141	4.51E-02	5.41E-01	5.57E+00
-20142	4.54E-02	5.43E-01	5.50E+00
-20143	4.57E-02	5.46E-01	5.42E+00
-20144	4.61E-02	5.48E-01	5.35E+00
-20145	4.65E-02	5.51E-01	5.27E+00
-20146	4.67E-02	5.54E-01	5.19E+00
-20147	4.70E-02	5.58E-01	5.12E+00
-20148	4.76E-02	5.61E-01	5.04E+00
-20149	4.78E-02	5.65E-01	4.96E+00
-20150	4.81E-02	5.69E-01	4.88E+00
-20151	4.84E-02	5.73E-01	4.80E+00
-20152	4.86E-02	5.77E-01	4.71E+00
-20153	4.88E-02	5.82E-01	4.63E+00
-20154	4.90E-02	5.86E-01	4.54E+00
-20155	4.92E-02	5.91E-01	4.45E+00
-20156	4.92E-02	5.95E-01	4.37E+00
-20157	4.93E-02	6.00E-01	4.28E+00
-20158	4.94E-02	6.05E-01	4.18E+00
-20159	4.94E-02	6.10E-01	4.09E+00
-20160	4.94E-02	6.15E-01	3.99E+00
-20161	4.94E-02	6.19E-01	3.90E+00
-20162	4.94E-02	6.24E-01	3.80E+00
-20163	4.92E-02	6.29E-01	3.70E+00
-20164	4.91E-02	6.34E-01	3.61E+00
-20165	4.89E-02	6.39E-01	3.51E+00
-20166	4.85E-02	6.44E-01	3.40E+00
-20167	4.80E-02	6.49E-01	3.30E+00
-20168	4.76E-02	6.54E-01	3.20E+00
-20169	4.70E-02	6.58E-01	3.09E+00
-20170	4.64E-02	6.63E-01	2.99E+00
-20171	4.58E-02	6.68E-01	2.88E+00
-20172	4.52E-02	6.73E-01	2.76E+00
-20173	4.44E-02	6.77E-01	2.65E+00
-20174	4.36E-02	6.82E-01	2.54E+00
-20175	4.29E-02	6.86E-01	2.42E+00
-20176	4.20E-02	6.90E-01	2.30E+00
-20177	4.10E-02	6.95E-01	2.18E+00
-20178	4.01E-02	6.99E-01	2.07E+00
-20179	3.92E-02	7.03E-01	1.94E+00
-20180	3.81E-02	7.07E-01	1.81E+00
-20181	3.71E-02	7.11E-01	1.69E+00
-20182	3.61E-02	7.14E-01	1.55E+00
-20183	3.51E-02	7.18E-01	1.42E+00
-20184	3.41E-02	7.22E-01	1.28E+00
-20185	3.32E-02	7.25E-01	1.14E+00
-20186	3.23E-02	7.29E-01	9.94E-01
-20187	3.14E-02	7.32E-01	8.49E-01
-20188	3.05E-02	7.35E-01	7.01E-01
-20189	2.98E-02	7.38E-01	5.49E-01
-20190	2.90E-02	7.40E-01	3.88E-01
-20191	2.82E-02	7.43E-01	2.29E-01
-20192	2.76E-02	7.45E-01	6.50E-02
-20193	2.72E-02	7.48E-01	6.18E+00
-20194	2.68E-02	7.50E-01	6.00E+00
-20195	2.67E-02	7.51E-01	5.83E+00
-20196	2.67E-02	7.53E-01	5.66E+00
-20197	2.68E-02	7.54E-01	5.48E+00
-20198	2.71E-02	7.56E-01	5.31E+00
-20199	2.76E-02	7.56E-01	5.15E+00
-20200	2.81E-02	7.57E-01	4.98E+00
-20201	2.85E-02	7.58E-01	4.81E+00
-20202	2.91E-02	7.58E-01	4.66E+00
-20203	2.98E-02	7.58E-01	4.50E+00
-20204	3.06E-02	7.57E-01	4.35E+00
-20205	3.14E-02	7.57E-01	4.20E+00
-20206	3.21E-02	7.56E-01	4.05E+00
-20207	3.31E-02	7.54E-01	3.91E+00
-20208	3.40E-02	7.53E-01	3.76E+00
-20209	3.50E-02	7.51E-01	3.63E+00
-20210	3.61E-02	7.49E-01	3.49E+00
-20211	3.70E-02	7.47E-01	3.36E+00
-20212	3.80E-02	7.44E-01	3.23E+00
-20213	3.89E-02	7.41E-01	3.11E+00
-20214	4.00E-02	7.38E-01	2.98E+00
-20215	4.08E-02	7.34E-01	2.86E+00
-20216	4.17E-02	7.30E-01	2.74E+00
-20217	4.26E-02	7.26E-01	2.62E+00
-20218	4.34E-02	7.21E-01	2.50E+00
-20219	4.42E-02	7.16E-01	2.39E+00
-20220	4.49E-02	7.11E-01	2.28E+00
-20221	4.56E-02	7.06E-01	2.17E+00
-20222	4.62E-02	7.01E-01	2.06E+00
-20223	4.67E-02	6.95E-01	1.95E+00
-20224	4.73E-02	6.89E-01	1.85E+00
-20225	4.77E-02	6.83E-01	1.74E+00
-20226	4.79E-02	6.76E-01	1.64E+00
-20227	4.83E-02	6.70E-01	1.54E+00
-20228	4.86E-02	6.63E-01	1.43E+00
-20229	4.88E-02	6.56E-01	1.33E+00
-20230	4.91E-02	6.49E-01	1.23E+00
-20231	4.95E-02	6.42E-01	1.13E+00
-20232	4.97E-02	6.35E-01	1.03E+00
-20233	4.99E-02	6.28E-01	9.39E-01
-20234	5.02E-02	6.20E-01	8.46E-01
-20235	5.04E-02	6.13E-01	7.54E-01
-20236	5.06E-02	6.06E-01	6.64E-01
-20237	5.07E-02	5.99E-01	5.76E-01
-20238	5.08E-02	5.92E-01	4.89E-01
-20239	5.07E-02	5.85E-01	4.02E-01
-20240	5.07E-02	5.78E-01	3.17E-01
-20241	5.07E-02	5.71E-01	2.33E-01
-20242	5.05E-02	5.64E-01	1.45E-01
-20243	5.04E-02	5.58E-01	6.34E-02
-20244	5.03E-02	5.52E-01	6.26E+00
-20245	5.03E-02	5.47E-01	6.18E+00
-20246	5.01E-02	5.41E-01	6.10E+00
